"Departamento","Municipio","Variable","Unidades","Num_Excedencias","Por_Excedencias","Mediana","Percentil98","Max","Min","Dias_Excedencia","Año"
"Boyacá","Sogamoso","NO","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Sogamoso","NO2","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Sogamoso","NO2","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Sogamoso","O3","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Sogamoso","O3","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Sogamoso","PM10","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Sogamoso","PM10","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Sogamoso","PM2.5","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Sogamoso","PM2.5","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Sogamoso","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Sogamoso","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Sogamoso","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Nobsa","CO","mgm3",0,0,0,0,0,0,0,"2016"
"Boyacá","Nobsa","CO","mgm3",0,0,0,0,0,0,0,"2016"
"Boyacá","Nobsa","NO","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Nobsa","NO2","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Nobsa","NO2","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Nobsa","O3","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Nobsa","O3","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Nobsa","PM10","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Nobsa","PM10","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Nobsa","PM2.5","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Nobsa","PM2.5","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Nobsa","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Nobsa","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Nobsa","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Sogamoso","CO","mgm3",0,0,0,0,0,0,0,"2016"
"Boyacá","Sogamoso","CO","mgm3",0,0,0,0,0,0,0,"2016"
"Boyacá","Sogamoso","NO","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Sogamoso","NO2","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Sogamoso","NO2","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Sogamoso","O3","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Sogamoso","O3","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Sogamoso","PM10","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Sogamoso","PM10","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Sogamoso","PM2.5","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Sogamoso","PM2.5","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Sogamoso","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Sogamoso","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Sogamoso","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Boyacá","Nobsa","O3","ugm3",2,0.03,18,58.7,976.5,0.1,1,"2016"
"Boyacá","Nobsa","O3","ugm3",9,0.14,18.3,57.5,230,0.8,2,"2016"
"Boyacá","Nobsa","PM10","ugm3",0,0,28.6,98.9,192.1,1.2,0,"2016"
"Boyacá","Nobsa","PM10","ugm3",0,0,33,73,90,7,0,"2016"
"Boyacá","Nobsa","SO2","ugm3",0,0,10.7,61.7,102,0.1,0,"2016"
"Boyacá","Nobsa","SO2","ugm3",0,0,11.1,59.8,84.2,0.1,0,"2016"
"Boyacá","Nobsa","SO2","ugm3",0,0,12.3,46.4,54,1.9,0,"2016"
"Boyacá","Paipa","PM10","ugm3",0,0,31.6,92.3,149.7,1,0,"2016"
"Boyacá","Paipa","PM10","ugm3",0,0,33,86.1,92,10,0,"2016"
"Boyacá","Paipa","SO2","ugm3",0,0,64,92.1,193.1,5.3,0,"2016"
"Boyacá","Paipa","SO2","ugm3",0,0,63.8,91.6,140,6.3,0,"2016"
"Boyacá","Paipa","SO2","ugm3",0,0,64.3,89.7,96.9,13.6,0,"2016"
"Boyacá","Sogamoso","O3","ugm3",0,0,28.4,62.5,91.6,0.1,0,"2016"
"Boyacá","Sogamoso","O3","ugm3",6,0.15,27.5,60.3,88.6,0.8,1,"2016"
"Boyacá","Sogamoso","PM10","ugm3",0,0,29.5,91,911.2,3.4,0,"2016"
"Boyacá","Sogamoso","PM10","ugm3",0,0,31,63.7,97,8,0,"2016"
"Boyacá","Sogamoso","SO2","ugm3",0,0,2.3,48,196,0,0,"2016"
"Boyacá","Sogamoso","SO2","ugm3",0,0,2.4,45.8,127.6,0.1,0,"2016"
"Boyacá","Sogamoso","SO2","ugm3",0,0,2.9,27.1,45.8,0.7,0,"2016"
"Caldas","Manizales","PM10","ugm3",0,0,34,58.5,77,13,0,"2016"
"Caldas","Manizales","PST","ugm3",0,0,57,101,106,33,0,"2016"
"Caldas","Manizales","PM10","ugm3",0,0,21,62.1,75,8,0,"2016"
"Caldas","Manizales","PST","ugm3",0,0,88,157,172,21,0,"2016"
"Caldas","Manizales","PM10","ugm3",0,0,31,50.8,88,14,0,"2016"
"Cesar","Valledupar","PM10","ugm3",0,0,19,42,51,7,0,"2016"
"Cesar","Valledupar","PM10","ugm3",2,1.72,39,98.4,108,5,2,"2016"
"Cesar","El paso","PM10","ugm3",7,6.73,35,118.4,135,11,7,"2016"
"Cesar","El paso","PM2.5","ugm3",2,1.94,21,47.8,57,7,2,"2016"
"Cesar","El paso","PST","ugm3",0,0,79,268.5,294,19,0,"2016"
"Cesar","La jagua de ibirico","PM10","ugm3",5,4.85,20,131,232,7,5,"2016"
"Cesar","La jagua de ibirico","PM2.5","ugm3",0,0,9,14,18,4,0,"2016"
"Cesar","La jagua de ibirico","PST","ugm3",1,0.85,66,238.2,358,19,1,"2016"
"Cesar","El paso","PM10","ugm3",5,5,35,120,177,9,5,"2016"
"Cesar","El paso","PST","ugm3",1,1.01,88,263,388,16,1,"2016"
"Cesar","La jagua de ibirico","PM10","ugm3",2,1.96,28.5,98,111,9,2,"2016"
"Cesar","Chiriguaná","PM10","ugm3",3,2.94,34,105.8,126,10,3,"2016"
"Cesar","Chiriguaná","PST","ugm3",0,0,60,187,252,12,0,"2016"
"Cesar","La jagua de ibirico","PM10","ugm3",1,0.97,35,87.9,106,11,1,"2016"
"Cesar","La jagua de ibirico","PST","ugm3",0,0,96.5,184.3,189,18,0,"2016"
"Cesar","El paso","PM10","ugm3",12,11.11,47,156.9,201,17,12,"2016"
"Cesar","El paso","PM2.5","ugm3",12,23.53,30,88,93,6,12,"2016"
"Cesar","El paso","PST","ugm3",2,3.17,126,301.6,352,40,2,"2016"
"Cesar","La jagua de ibirico","PM10","ugm3",4,3.74,44,116.6,121,16,4,"2016"
"Cesar","La jagua de ibirico","PM2.5","ugm3",4,3.77,16.5,58.7,76,5,4,"2016"
"Cesar","La jagua de ibirico","PST","ugm3",0,0,107.5,260.2,295,28,0,"2016"
"Cesar","Chiriguaná","PM10","ugm3",0,0,26,74.9,89,6,0,"2016"
"Cesar","Chiriguaná","PST","ugm3",0,0,63,223,242,10,0,"2016"
"Cesar","El paso","PM10","ugm3",10,9.62,47.5,126.8,154,11,10,"2016"
"Cesar","El paso","PST","ugm3",0,0,81,235.9,294,14,0,"2016"
"Cesar","Chiriguaná","PM10","ugm3",0,0,28.5,82,90,5,0,"2016"
"Cesar","Becerrill","PM10","ugm3",3,2.78,41.5,109.3,125,15,3,"2016"
"Cesar","Becerrill","PST","ugm3",0,0,74,131.8,183,26,0,"2016"
"Cesar","El paso","PM10","ugm3",9,9.09,40,123.4,138,13,9,"2016"
"Cesar","La jagua de ibirico","PM10","ugm3",6,5.13,28,129.1,179,7,6,"2016"
"Cesar","Agustín codazzi","PM10","ugm3",0,0,22,59,75,7,0,"2016"
"Cesar","Agustín codazzi","PM2.5","ugm3",1,0.89,13.5,43.9,59,3,1,"2016"
"Cesar","Agustín codazzi","PST","ugm3",0,0,42,102.1,122,12,0,"2016"
"La Guajira","Albania","PM10","ugm3",0,0,37.5,61.3,64,23,0,"2016"
"La Guajira","Barrancas","PM10","ugm3",0,0,46,66.2,70,23,0,"2016"
"La Guajira","Barrancas","PST","ugm3",0,0,150,207.9,209,99,0,"2016"
"La Guajira","Fonseca","PM10","ugm3",0,0,59,78.2,79,23,0,"2016"
"La Guajira","Albania","PM10","ugm3",0,0,32,53.1,55,22,0,"2016"
"La Guajira","Albania","PST","ugm3",0,0,66.5,97.6,101,42,0,"2016"
"La Guajira","Hato nuevo","PM10","ugm3",0,0,53,64.2,65,34,0,"2016"
"La Guajira","Barrancas","PM10","ugm3",8,42.11,77,171.4,184,36,8,"2016"
"La Guajira","Albania","PM10","ugm3",0,0,43,63.2,64,19,0,"2016"
"La Guajira","Barrancas","PM10","ugm3",0,0,47,72.1,77,31,0,"2016"
"La Guajira","Barrancas","PST","ugm3",0,0,123,162.1,172,92,0,"2016"
"La Guajira","Barrancas","PM10","ugm3",1,5,46,100.6,123,32,1,"2016"
"La Guajira","Barrancas","PM10","ugm3",3,15,70,118.2,122,35,3,"2016"
"Nariño","Pasto","PM10","ugm3",0,0,16,33.3,43,2,0,"2016"
"N. Santander","Cúcuta","PM10","ugm3",3,4.11,45,126.3,292,1,3,"2016"
"N. Santander","Cúcuta","PM10","ugm3",4,6.15,36,165,226,0,4,"2016"
"N. Santander","Cúcuta","PM10","ugm3",4,5.56,47.5,148.3,178,7,4,"2016"
"N. Santander","Cúcuta","PM10","ugm3",2,2.74,53,96.2,102,0,2,"2016"
"Tolima","Ibagué","PM10","ugm3",0,0,32,68.4,89,17,0,"2016"
"Cauca","Popayán","PM10","ugm3",0,0,33,34,34,30,0,"2016"
"Cauca","Popayán","PM2.5","ugm3",0,0,19,20.3,21,15,0,"2016"
"Quindío","Armenia","PM10","ugm3",0,0,21,26.6,29,18,0,"2016"
"V. del Cauca","Palmira","PM10","ugm3",0,0,44.5,63.3,69,13,0,"2016"
"V. del Cauca","Yumbo","PM10","ugm3",0,0,34.5,54.6,66,3,0,"2016"
"V. del Cauca","Yumbo","PM10","ugm3",0,0,65.9,242.1,710.4,0.1,0,"2016"
"V. del Cauca","Yumbo","PM10","ugm3",74,27.31,77,155.6,187,20,74,"2016"
"V. del Cauca","Yumbo","PM2.5","ugm3",0,0,24.5,62.9,228.4,0.1,0,"2016"
"V. del Cauca","Yumbo","PM2.5","ugm3",3,1.15,25.5,46,56,7,3,"2016"
"Córdoba","Montería","PM10","ugm3",0,0,38,72,89,1,0,"2016"
"Córdoba","Montería","PM10","ugm3",0,0,19,42.8,46,8,0,"2016"
"Córdoba","Montería","PM10","ugm3",0,0,24,58,61,4,0,"2016"
"V. del Cauca","Cali","O3","ugm3",2,0.05,12.3,87,126.7,0,2,"2016"
"V. del Cauca","Cali","O3","ugm3",5,0.14,16.9,66.2,88,0.8,3,"2016"
"V. del Cauca","Cali","PM2.5","ugm3",0,0,22,56,119,1,0,"2016"
"V. del Cauca","Cali","PM2.5","ugm3",0,0,24,34,37,9,0,"2016"
"V. del Cauca","Cali","SO2","ugm3",0,0,4.8,22.7,40.4,0,0,"2016"
"V. del Cauca","Cali","SO2","ugm3",0,0,5.4,21.6,32.3,0.1,0,"2016"
"V. del Cauca","Cali","SO2","ugm3",0,0,6.7,12.1,14.1,1.2,0,"2016"
"V. del Cauca","Cali","PM10","ugm3",0,0,33.5,82.1,161.6,0.2,0,"2016"
"V. del Cauca","Cali","PM10","ugm3",0,0,35,53,75,15,0,"2016"
"V. del Cauca","Cali","SO2","ugm3",0,0,2.2,13.3,186.7,0,0,"2016"
"V. del Cauca","Cali","SO2","ugm3",0,0,2.3,13,69.2,0,0,"2016"
"V. del Cauca","Cali","SO2","ugm3",0,0,3.1,9,12.7,0.1,0,"2016"
"V. del Cauca","Cali","O3","ugm3",42,0.57,14.2,103.4,150.7,0.5,30,"2016"
"V. del Cauca","Cali","O3","ugm3",128,1.75,21,79.9,113.8,1,44,"2016"
"V. del Cauca","Cali","PM10","ugm3",0,0,49,102,184,1,0,"2016"
"V. del Cauca","Cali","PM10","ugm3",0,0,53,72.7,83,20,0,"2016"
"V. del Cauca","Cali","PM2.5","ugm3",0,0,14,37,115,1,0,"2016"
"V. del Cauca","Cali","PM2.5","ugm3",0,0,15,24,33,5,0,"2016"
"V. del Cauca","Cali","O3","ugm3",1,0.07,7.7,86.8,129.2,2.2,1,"2016"
"V. del Cauca","Cali","O3","ugm3",0,0,11.7,56.8,69.3,2.7,0,"2016"
"V. del Cauca","Cali","PM10","ugm3",0,0,45.2,128.6,228.5,0.1,0,"2016"
"V. del Cauca","Cali","PM10","ugm3",0,0,50,71,86,25,0,"2016"
"V. del Cauca","Cali","PM10","ugm3",0,0,36.4,78.8,168.5,1.6,0,"2016"
"V. del Cauca","Cali","PM10","ugm3",0,0,38,58,62,16,0,"2016"
"V. del Cauca","Cali","PM2.5","ugm3",0,0,15,24.2,25,7,0,"2016"
"V. del Cauca","Cali","PM10","ugm3",0,0,45.6,120.6,225.6,0.4,0,"2016"
"V. del Cauca","Cali","PM10","ugm3",0,0,50,82.3,96,20,0,"2016"
"V. del Cauca","Cali","SO2","ugm3",0,0,3.9,23.4,276.7,0,0,"2016"
"V. del Cauca","Cali","SO2","ugm3",0,0,4,23.2,103.4,0.1,0,"2016"
"V. del Cauca","Cali","SO2","ugm3",0,0,5,16.9,28,0.5,0,"2016"
"V. del Cauca","Cali","O3","ugm3",0,0,13.6,91.1,111,0.7,0,"2016"
"V. del Cauca","Cali","O3","ugm3",0,0,16.3,60.6,72.7,0.9,0,"2016"
"V. del Cauca","Cali","PM10","ugm3",0,0,29.6,92.9,199.7,0.1,0,"2016"
"V. del Cauca","Cali","PM10","ugm3",0,0,35,56,69,9,0,"2016"
"V. del Cauca","Cali","O3","ugm3",173,2.27,15.2,122.7,193.2,1.8,78,"2016"
"V. del Cauca","Cali","O3","ugm3",522,6.88,22.9,98.2,135.4,2.1,115,"2016"
"V. del Cauca","Cali","PM10","ugm3",0,0,35,75,160,1,0,"2016"
"V. del Cauca","Cali","PM10","ugm3",0,0,37,58,67,12,0,"2016"
"V. del Cauca","Cali","NO2","ugm3",0,0,11.2,40.1,65.8,0,0,"2016"
"V. del Cauca","Cali","NO2","ugm3",0,0,12.8,21.4,22.8,4.7,0,"2016"
"V. del Cauca","Cali","O3","ugm3",373,5.21,19.5,145.2,210.5,0.7,156,"2016"
"V. del Cauca","Cali","O3","ugm3",677,9.58,26.6,103.1,141.2,3.7,146,"2016"
"V. del Cauca","Cali","PM2.5","ugm3",0,0,13,36,113,1,0,"2016"
"V. del Cauca","Cali","PM2.5","ugm3",0,0,16,25,32,4,0,"2016"
"Atlántico","Barranquilla","CO","mgm3",0,0,0,0,0,0,0,"2016"
"Atlántico","Barranquilla","CO","mgm3",0,0,0,0,0,0,0,"2016"
"Atlántico","Barranquilla","NO","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Barranquilla","NO2","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Barranquilla","NO2","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Barranquilla","O3","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Barranquilla","O3","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Barranquilla","PM10","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Barranquilla","PM10","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Barranquilla","PM2.5","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Barranquilla","PM2.5","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Barranquilla","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Barranquilla","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Barranquilla","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Barranquilla","CO","mgm3",0,0,0,0,0,0,0,"2016"
"Atlántico","Barranquilla","CO","mgm3",0,0,0,0,0,0,0,"2016"
"Atlántico","Barranquilla","NO","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Barranquilla","NO2","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Barranquilla","NO2","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Barranquilla","O3","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Barranquilla","O3","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Barranquilla","PM10","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Barranquilla","PM10","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Barranquilla","PM2.5","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Barranquilla","PM2.5","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Barranquilla","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Barranquilla","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Barranquilla","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Soledad","CO","mgm3",0,0,0,0,0,0,0,"2016"
"Atlántico","Soledad","CO","mgm3",0,0,0,0,0,0,0,"2016"
"Atlántico","Soledad","NO","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Soledad","NO2","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Soledad","NO2","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Soledad","O3","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Soledad","O3","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Soledad","PM10","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Soledad","PM10","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Soledad","PM2.5","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Soledad","PM2.5","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Soledad","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Soledad","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Atlántico","Soledad","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Bolívar","Cartagena de indias","O3","ugm3",4,0.07,44.9,79.3,141,0.1,4,"2016"
"Bolívar","Cartagena de indias","O3","ugm3",26,0.43,44.9,71.6,87.8,5.1,8,"2016"
"Bolívar","Cartagena de indias","PM10","ugm3",0,0,65.6,84.2,84.9,0.5,0,"2016"
"Bolívar","Cartagena de indias","PM2.5","ugm3",0,0,16.1,48.4,64.1,0,0,"2016"
"Bolívar","Cartagena de indias","PM2.5","ugm3",0,0,21.5,26,26,16,0,"2016"
"Bolívar","Cartagena de indias","O3","ugm3",23,0.34,17.2,63.4,159.8,0.1,19,"2016"
"Bolívar","Cartagena de indias","O3","ugm3",10,0.15,17.5,59.6,110.7,0.8,2,"2016"
"Bolívar","Cartagena de indias","O3","ugm3",7,0.1,28.9,80.6,136.5,0,5,"2016"
"Bolívar","Cartagena de indias","O3","ugm3",24,0.33,29.8,68.5,95.7,0.9,9,"2016"
"Bolívar","Cartagena de indias","PM2.5","ugm3",0,0,19,91.1,122.6,0,0,"2016"
"Bolívar","Cartagena de indias","PM2.5","ugm3",3,2.91,19,79.6,91,7,3,"2016"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,1.1,3.3,6.3,0.1,0,"2016"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,1.2,2.4,3.3,0.2,0,"2016"
"Cundinamarca","Bogotá, d.c.","NO","ugm3",0,0,35.8,38.6,38.8,32.7,0,"2016"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,53.6,96,154.2,3.4,0,"2016"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,57.6,75,77.3,22.6,0,"2016"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",2,0.06,11.9,80.6,136.6,0.2,2,"2016"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",16,0.51,13.7,67.5,91.6,0.7,6,"2016"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,71,176,332,1,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",48,14.55,74,131,138,30,48,"2016"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,28.2,64.3,95.6,0.1,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",12,5.19,28,52.8,65,11,12,"2016"
"Cundinamarca","Bogotá, d.c.","PST","ugm3",0,0,32,37.8,38,26,0,"2016"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,11.8,47,228.6,0.3,0,"2016"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,12.3,43.4,121.5,0.3,0,"2016"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,13.5,35,40.8,1,0,"2016"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.8,2.6,6.9,0.1,0,"2016"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.9,2,4.3,0.1,0,"2016"
"Cundinamarca","Bogotá, d.c.","NO","ugm3",0,0,11.8,20.4,20.7,2.9,0,"2016"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,30.1,80.9,150.8,0.2,0,"2016"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,30.6,61.5,70.6,8,0,"2016"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",60,0.77,19,94.5,178.1,0.2,27,"2016"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",153,1.97,21.7,80,120.7,0.3,32,"2016"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,28,104,184,1,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,31,78,86,7,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,16,60.5,118.6,0.1,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",2,0.56,17.5,46,53,4,2,"2016"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,3.4,12.8,80.1,0.3,0,"2016"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,3.7,11.8,50.9,0.3,0,"2016"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,4,8.6,13.1,0.7,0,"2016"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,19.9,55.1,101.4,0.2,0,"2016"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,21.3,39.3,44.5,7.8,0,"2016"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",63,0.75,19.2,97.7,194.4,0.2,25,"2016"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",185,2.2,20.7,82.4,127.9,0.3,31,"2016"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,27,88,182,1,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,29,69.4,75,9,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,13,49,97,1,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,14,39.9,44,4,0,"2016"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.8,2.9,9.2,0.1,0,"2016"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,1,2.1,3.8,0.1,0,"2016"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,18.3,53.1,83.7,0.4,0,"2016"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,21.5,28.3,30.3,9.4,0,"2016"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",24,0.33,9.2,88.8,154.2,0.2,9,"2016"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",134,1.82,9.5,78.5,125.3,0.9,27,"2016"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,51.4,147.8,292.4,0.8,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",12,3.79,55,108,114,26,12,"2016"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,27,78,216,1,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",15,4.64,28,54,59,13,15,"2016"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,3.7,18.9,55.8,0.3,0,"2016"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,3.9,18.1,46.6,0.3,0,"2016"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,4.5,10.8,14.9,0.9,0,"2016"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.7,2.2,5,0.1,0,"2016"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.8,1.6,3.9,0.2,0,"2016"
"Cundinamarca","Bogotá, d.c.","NO","ugm3",0,0,4.2,5.2,5.3,3.2,0,"2016"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,43.1,122.4,195,4.1,0,"2016"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,46.3,100.3,117.3,10.4,0,"2016"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",24,0.33,9.2,88.8,154.2,0.2,9,"2016"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",134,1.82,9.5,78.5,125.3,0.9,27,"2016"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,32,113,194,0.1,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",1,0.29,37,86.1,104,12,1,"2016"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,15.5,58.3,102.3,0.1,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,19,42.9,47,4,0,"2016"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",9,0.11,21.6,74.8,145.4,0.2,5,"2016"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",28,0.34,22.7,63.2,104.4,0.4,7,"2016"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,26.3,99.6,170,4.9,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,30,72.9,94,14,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,12,62,179,1,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",4,1.12,14,47.9,69,4,4,"2016"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.9,2.7,5.5,0.1,0,"2016"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.9,2,3.5,0.3,0,"2016"
"Cundinamarca","Bogotá, d.c.","NO","ugm3",0,0,9.2,10.5,10.5,7.8,0,"2016"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,29,82.7,158.9,1.7,0,"2016"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,29.6,60.8,65.4,9.9,0,"2016"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",5,0.06,10.6,67.1,127.5,0.2,4,"2016"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",11,0.14,12.4,56,95.2,0.3,4,"2016"
